review,rating
kitaa bisa berkomunikasi dengan teman dan orang lain dengan menggunakan whatsapp,5
kenapa GK bisa di pake?,1
ok,5
Mantap,5
baik,5
membuat mudah komunikasi,5
chat saya sudah di cadangkan tapi begitu dipindahkan tidak ada pencadangan di email tersebut jadi hilang semua chat nya satt kan aneh sialan,1
"lagu"" nya kurang lengkap, tolong diperbanyak lagi",4
Baik,3
knapa fiel saya tidak mendukung padahal kemaren nggak,1
Tidak bisa bikin story format file TDK d dukung,1
"""FORMAT FILE TIDAK DIDUKUNG"" ☕😂🚬 selow.. lo gue temenin..",1
mantap,5
sangat bagusss,5
"Selalu delay ada sistemnya, jaringan bagus kok post sesuatu lama?",1
Tolong hilangin bag dong masa setiap bikin status video jadi hijau terus gak ada gambarnya...tolong dong pliis,1
mantap,5
kenapa masih blm bisa update vidio dan status vidio ada masalah apa di WhatsApp,1
mohon di perbaikin lagi untuk tingkat keamanan WA nya,5
"tanpa alasan apapun nomer saya memerlukan WhatsApp resmi untuk bisa menggunakan akun WhatsApp meskipun saya telah menggunakan aplikasi resmi harap tinjau akun saya dan selesaikan dengan segera, terima kasih",5
"terimakasih Whatsapp.. kamu Sudah menjadi saksi jatuh bangun hidup aku,, km saksi tangisan sedihbdan bahagiaaku, aku gaktau gimana hiduo aku kalo gakda kamu 😭☺️,makasih whatsapp sudah selalu ada, hanya kamu yg mengerti aku,beribu juta trmksh ku ucapkan dr lubuk Hati yang paling dlam..",5
oke,5
Fitur keamanan terlalu aneh gak bisa di install kalo pake custom room padahal saya pake ucstom room buat update security patch Tolong di fix bedain mana yang mod mana yang ori,1
👍🏼 hebat',5
sangat bagus,5
Ngetik panjang lebar tapi pas dikirim malah hilang,1
notbat,4
sangat diperlukan,5
vc mati mulu,1
sangat bagus,5
tolong aktifkan fitur HD nya,1
Good,4
"sangat kecewa karena tanpa tahu sebabnya tiba"" nomor terblokir oleh whatApp sangat sangat kecewa",1
bug smpe 16gb,1
top,5
cukup bagus,4
bagus,5
"aplikasi buruk,gada chat gw dibales sama cewe",1
lumayan,4
Hallo pihak whatsApp saya ingin melaporkan bahwasanya ketika ingin mengupload video tiba tiba ada tulisan file tidak di dukung di aplikasi whatsApp nya.TOLONG SOLUSInya,2
"kenapa setiap saya mau bikin status video selalu ""format file tidak didukung"" dan wa hanya mengakses foto",4
Oke semua,5
"efek nya kadang ada kadang enggak, aneh",2
"sangat asik, apalagi saya yang virtual sangat sangat asik, tapi tolong banget gimana cara nyh liat orang yang bawa WA kita ada berapa orang? saya kepo, udah segitu ajah makasih",5
Cobak cobak,5
sangat bagus dan berguna,5
bagus,4
aplikasinya sih bagus ada sedikit bug plus kalo ngirim vidio ke sw pasti yang di liat orang burik padahal di kita hd mohonn di perbaikiii yaaa,5
taik ini update malah ngak bisa kirim foto dan video selalu muncul keterangan format file tidak didukung,1
gak bisa buat status video sama ngirim tolonggggggg😤😱,1
tolong WhatsApp saya jangan di spam terus menerus,5
bagus,5
ok,5
𝙖𝙥𝙡𝙞𝙠𝙖𝙨𝙞 𝙖𝙥𝙖𝙖𝙣 𝙣𝙞... 𝙜𝙖𝙠 𝙜𝙪𝙣𝙖 𝙜𝙖𝙠 𝙖𝙙𝙖 𝙘𝙚𝙬𝙚 𝙜𝙖𝙠 𝙖𝙙𝙖 𝙮𝙖𝙣𝙜 𝙘𝙝𝙖𝙩.. 𝙘𝙪𝙢𝙖𝙣 𝙜𝙪𝙖 𝙙𝙤𝙖𝙣𝙜.. 𝙠𝙪 𝙠𝙞𝙧𝙖 𝙒𝘼 𝙗𝙞𝙨𝙖 𝙗𝙞𝙠𝙞𝙣 𝙠𝙞𝙩𝙖 𝙗𝙖𝙝𝙖𝙜𝙞𝙖 𝙩𝙖𝙪 𝙣𝙮𝙖 𝙗𝙞𝙠𝙞𝙣 𝙠𝙞𝙩𝙖 𝙩𝙚𝙧𝙡𝙪𝙠𝙖,1
bagus,5
"kompress teros percuma ngedit video berjam jam buat nge hd, post sw langsung kompres 99%",3
Mantap,5
"tak support semua hp,ada aja gebrakan nyaa😴",4
bagus banget,5
ok,5
ini knpa WhatsApp ku kok GK bisa naro sw stiap naro vidio di setatus pasti format file tidak didukung. tpi klo naro photo doang bisa pdahal udah 3 kli uninstall ttap aja gk bisa kocak,1
bgus,5
"Belum Bisa Aktifkan Fitur musik, walau sudah update dan instal ulang😩",3
baik,5
"Tolong segera update yang terbaru lagi. Karena Versi ini ada banyak pangguna yang tidak bisa mengirim chat video & status video. Muncul tulisan ""file tidak didukung"". Sudah di restart,pembersihan cache,dll.Tetep tidak bisa.Tolong segera di update yang sempurna.Trims.. Hari ini tgl 05-04-2025 sdh muncul Versi update,Saya coba update hasilnya msh sama blm bs mengirim chat video & status video. Tolong segera di update yang sempurna.Trims..",1
sangat bagus dan mudah di guna kanan,5
sering bug,1
bng kapan bisa poto poropil bisa gerrak bng,5
"To the WhatsApp team, I would like to ask for help to bring up the music feature in my WhatsApp application, because I have updated to the latest version but the music feature has not appeared, please help me bring it up.",5
mantap,4
gak bisa masuk WhatsApp padahal sudah install aplikasi resmi tetap aja gak bisa kurang bagus,1
Krennn bangget,5
mantap,5
halo tim whatsapp baru baru ini kok whatsapp tidak bisa kirim video ke chat atau status whatsapp ya? tolong di perbaikan ya soal nya kaya nya udh banyak yang mengalami hal serupa baru baru ini 🙏,4
sangat bagus,5
Ini knp yah wa skrang bikin jengkel dlu bisa diapus data dan cache nya skrang bisa apus cmn cache ajah dan ketikah bkin stori poto nyah blur ga jls pdhal udh liat digaleri poto nyah ga nge blur aneh yah tlg perbaekin lgi,5
Baik sekali,5
bagus,5
Saya kecewa download WhatsApp ini percuma download tapi gak ada cewek yang ngechat,1
bagus,5
mantab,5
"halo, maaff menganggu waktu kerja. pengembang aplikasi WhatsApp saya dari penguna WhatsApp memiliki keluhan yaitu tidak bisaa membuat status dari WhatsApp (format file.ini tidak di dukung) tolongg segara di fix atau di perbaiki secepatnya karna itu sangat menganggu bagi saya dan ini tidak berlaku pada saya sendiri tetapi teman teman saya tolong untuk segera di atasi atau perbaiki terimakasih maaff menganggu🙏🏼",1
sangat mengesankan semoga dirilis lagi,5
mantap,5
"halo whatsapp, ini kenapa saya tidak dapat memutar status orang lain",2
ini kenapa kok send video di WhatsApp tidak bisa? hadeh. pindah ke sms aja gimana kalo gini situasinya wkwkwwk,1
sangat Bagus,5
sangat bagus aplikasinya 👍👍👍,5
Mantap,5
HALOOOO WHATSAPP!!!! KAPAN YAHHHH FITUR TEMA CHAT WARNA WARNI ITU BISA AKU PAKE? SAMPE SEKARANG BELUM MUNCUL JUGA LOH????????,2
ini kenapa setiap telponan ada suara yang masuk dari hp berbeda yaaaa tolongggggg di perbaiki,4
maaf kami gak mengert,5
Bagus sekali,5
Alhamdulillah ada cwe yg sering bales chatku,5
Siap,5
"di sini saya mengalami sedikit masalah, tidak munculnya status online dan trakhir di lihat bukan cuma satu nomor, tpi semua nomor, tolong di perbaiki lagi yahh🙏",3
wa saya sering keluar sendiri,2
gaje anj device vivo ga bisa kirim stts kocakk lu yapit,2
WhatsApp sekarang kok gak bisa kirim vidio,1
bagus bangetttt rorrrr,5
ok,5
kenapaa wa akuu ketinggalan trs sii uptade nyaa??sedii bngtt yaa jadi akuu,4
pindah ke hp baru instal wa pakai nomor wa hp lama malah suruh masukin sandi end to end padahal gak pernah aktifin gimana caranya pulihkan file2 saya mohon bantuannya padahal biasanya langsung cadangkan bisa tanpa end to end,1
"whatsap ini saya pakek tp gak bisa buat kirim vidio,, muncul tulisan file tidak mendukung",1
mantap,5
busuk gak bisa upload video di hp Vivo y50,1
bagus,5
"aku baru update ko malah jadi gabisa upload vid yaa, ini knpa dong tolong di benerin lagi mau bikin status di wa lewat video file ga support padahal sebelum update bisa bisa aja",1
"mantappp, 👍🏻👍🏻",5
sangat memuaskan kn,5
wa gue ko suka kenon si pdhl baru brp menit kebuka trus kenon lagi apala,5
wahhh baguuss 🥰🥰,5
"Halo admin whatsapp, saya mohon buka kembli akun whatsapp saya karena saya tidak melakukan spam, saat ini mungkin akun whatsapp saya sedang diretas oleh orang yang tidak bertanggung jawab dan melakukan pelanggaran. Saya mohon untuk membuka kembali akun whatsapp saya agar bisa digunakan kembali karena sangat penting. Terimakasih",1
ok,3
saya sangat suka namun kalo belum di perbarui tidak bisa buka wa,4
Whatsapp tolol tolong itu saluran saluran nya difilterlah,1
Padahal udh di update malah lama,1
Bagus,5
tolong diperbaiki agar tidak spam terus,5
baguss dan ada fitur tema chat nya jadi cantikk gituu 😊,5
selamat malam om jangan setiap hari UpDate terus cukup dwonlod buat seumur hidup terima kasih,5
Emang bagus loh,5
ko gabisa ganti warna chat siiiii,3
Gak bisa download,5
"semenjak update kalo aku ngirim chat di saluran selalu ga kekirim padahal jaringan lancar harus nunggu 3/2 haria baru ke kirim, knpa si?",3
emoji sering gak bisa di pencet banyak bug,1
"WOI, EROR TERUS NI APK LAMA KELAMAAN",1
😀,5
wa,4
gabisa di buka,1
malah di blokir nomer sya .. alasnya knpa ?,1
masalah terus,1
Hallo tim whatsapp aktifkan kembali akun whatsapp saya..tolong kebijaksanaan ya bantu saya,5
"Setiap ingin mengirim video selalu tidak bisa ""format file tidak didukung, mohon untuk segera diperbaiki karena hal tersebut sangat mengganggu pekerjaan saya",1
bravo,5
halo amim whatsapp tolong buka akun whatsapp saya Karena tidak menggunakam spam saya ini Terima kasih,5
makin error wae,3
bagus,5
Pelit added dn lagi jenuh tau😝,1
program beta sudah penuh,1
Exsis sangat baik dan memuaskan,5
saya suka whatssap ini,5
apa ini tolong di benerin jaringan lancar tapi hapus status lama banget loading trs pas mau update lagi lama mengirim terus,2
kerja,5
ok,1
lama kali meng istal,1
bagaiman cara mengatasi whatsap yg terkena spam,5
"untung udah balik whatsap gwe, klo ga bintang 2 selamanya luwh",5
bos tolong betulin perbaiki kameraya ko jadi ngebleng warnaya ngbleng ungu ada panta.tolong bos tar bintang 5,1
👍🏻,5
"chat ga kekirim, ada tanda seru merah",1
dengan senang hati,5
Memperbarui setatus,4
Cutup aman,5
"Bersama WhatsApp Messenger, urusan terkait bisnismu kian lancar. Terimakasih",5
"feature paling canggih dari whatsapp adalah sering kena spam, whatsapp not afficial padahal download dari playstore(tidak ada solusi dari whatsapp), orang kirim spam ke kita kita yang di blokir pengirim spam aman sentosa salut. bahkan mengakibatkan kita takut untuk memakainya kalau tidak penting, lalu fungsi whatsapp untuk apa??????",1
aman,5
"keluar dari tautan mana pun , atau aplikasi serupa mana pun yang mengunakan nomor whatsApp penguna.",5
wa saya eror,1
Wa,4
ngirim vidio aja lambat dah emang wasap jelek 👎👎👎,1
ngeleg,4
ayo spam bintang 1!!!! agar bisa screenshoot profil lagi!!... bug= format video tidak di dukung!!,1
masih tetap minusnya kalo bikin status suka burik blur jelek padahal digaleri bagus,1
"kenapa tidak bisa upload story' video, kenapa hanya foto saja",5
agus,4
lebih mengenal orang lain,5
sopi 😭😭😭,3
wa ku ya sekarang gabisa posting video apapun tulisannya 'file tidak di dukung' masa kaya gitu ke semua video,1
"tolong segera update yang terbaru lagi. Karena versi ini ada bnyak pengguna yang tidak bisa mengirim chat video & status video , muncul tulisan ""file tidak mendukung"". sudah di restart, pembersih cache,dll, tetap tidak bisa. tolong segera di update dengan sempurna.ini sdh terjadi 2minggu yangg lalu , aku mikir mungkin lagi update, singkat cerita ini sudah 2minggu yang lalu,aku pikir mungkin bsok sdh slesai, stelah bsokny aku mencoba untuk bikin status eh gk bisa,dn skrng wa ku gk bisa kebuka lgi",1
Baik,5
tolong di normal kan kembali apk wa saya yg sedang bermasalah ini,5
setelah update ndk bisa kirim video,1
"whatsapp gila gue gak spam malah kena spam jadi keluar masuk wa gue njir whatsapp apa ini gk jelas, tolong dong perbaiki whatsapp nya karena saya gk bisa login whatsapp karena spam chat",1
baik,5
b aja si,5
terlaliu lama 9,5
Earth-quake .. today... Omg,5
bagus si updatenya tapi aku kenapa ga ada yang ganti tema ya???,5
makin lama makin GK jelas,2
Berkli2 donlowd watsap ga bsa2,1
Ok,5
satia,5
Bagus,5
cpek kblokie mulu,1
boleh tambahin fitur channel untuk kontak saja dan jangan publik? atau kalo bisa juga pengen orang yang kita blok ga bisa masuk ke channel yang kita bikin.. Terimakasih.,4
mantap,5
tidak relavan,2
knp whatsapp sy selalu di anggap spam ya..mohon dibantu donk,5
nice Thanks,4
muad siti,5
Bagus,4
bagus banget,5
"y,ok,bgs👍",5
"hdeh bingung gua sama WhatsApp, kenapa ya padahal kita ga lakuin apa' tiba-tiba wak kena kenon permanen dan gbsa, makin bingung sama WhatsApp sekarang",2
Nicee,5
"setelah update jadi gak bisa muter video,kirim video juga gak bisa,,buat setatus aja jadi gak bisa,,,padahal sebelum di update masih bisa,,,heran di update bukan nya jadi bagus malah jadi gini hadeuuh",1
Sayangny sekrg mau kirim video format file tidak didukung knp ya,5
bagus,5
pls bikin kualitas video dan gambar lebih jernih jangan ngeblur soalnya saya ada kirim foto ketemen hasilnya jernih tapi pas saya kirim ketemen Saya jadi ngeblur yaampun pdhl saya udh pakai fitur HDnya tapi ga ngaruh,2
kitaa bisa berkomunikasi dengan teman dan orang lain dengan menggunakan whatsapp,5
kenapa GK bisa di pake?,1
ok,5
Mantap,5
baik,5
membuat mudah komunikasi,5
chat saya sudah di cadangkan tapi begitu dipindahkan tidak ada pencadangan di email tersebut jadi hilang semua chat nya satt kan aneh sialan,1
"lagu"" nya kurang lengkap, tolong diperbanyak lagi",4
Baik,3
knapa fiel saya tidak mendukung padahal kemaren nggak,1
Tidak bisa bikin story format file TDK d dukung,1
"""FORMAT FILE TIDAK DIDUKUNG"" ☕😂🚬 selow.. lo gue temenin..",1
mantap,5
sangat bagusss,5
"Selalu delay ada sistemnya, jaringan bagus kok post sesuatu lama?",1
Tolong hilangin bag dong masa setiap bikin status video jadi hijau terus gak ada gambarnya...tolong dong pliis,1
mantap,5
kenapa masih blm bisa update vidio dan status vidio ada masalah apa di WhatsApp,1
mohon di perbaikin lagi untuk tingkat keamanan WA nya,5
"tanpa alasan apapun nomer saya memerlukan WhatsApp resmi untuk bisa menggunakan akun WhatsApp meskipun saya telah menggunakan aplikasi resmi harap tinjau akun saya dan selesaikan dengan segera, terima kasih",5
"terimakasih Whatsapp.. kamu Sudah menjadi saksi jatuh bangun hidup aku,, km saksi tangisan sedihbdan bahagiaaku, aku gaktau gimana hiduo aku kalo gakda kamu 😭☺️,makasih whatsapp sudah selalu ada, hanya kamu yg mengerti aku,beribu juta trmksh ku ucapkan dr lubuk Hati yang paling dlam..",5
oke,5
Fitur keamanan terlalu aneh gak bisa di install kalo pake custom room padahal saya pake ucstom room buat update security patch Tolong di fix bedain mana yang mod mana yang ori,1
👍🏼 hebat',5
sangat bagus,5
Ngetik panjang lebar tapi pas dikirim malah hilang,1
notbat,4
sangat diperlukan,5
vc mati mulu,1
sangat bagus,5
tolong aktifkan fitur HD nya,1
Good,4
"sangat kecewa karena tanpa tahu sebabnya tiba"" nomor terblokir oleh whatApp sangat sangat kecewa",1
bug smpe 16gb,1
top,5
cukup bagus,4
bagus,5
"aplikasi buruk,gada chat gw dibales sama cewe",1
lumayan,4
Hallo pihak whatsApp saya ingin melaporkan bahwasanya ketika ingin mengupload video tiba tiba ada tulisan file tidak di dukung di aplikasi whatsApp nya.TOLONG SOLUSInya,2
"kenapa setiap saya mau bikin status video selalu ""format file tidak didukung"" dan wa hanya mengakses foto",4
Oke semua,5
"efek nya kadang ada kadang enggak, aneh",2
"sangat asik, apalagi saya yang virtual sangat sangat asik, tapi tolong banget gimana cara nyh liat orang yang bawa WA kita ada berapa orang? saya kepo, udah segitu ajah makasih",5
Cobak cobak,5
sangat bagus dan berguna,5
bagus,4
aplikasinya sih bagus ada sedikit bug plus kalo ngirim vidio ke sw pasti yang di liat orang burik padahal di kita hd mohonn di perbaikiii yaaa,5
taik ini update malah ngak bisa kirim foto dan video selalu muncul keterangan format file tidak didukung,1
gak bisa buat status video sama ngirim tolonggggggg😤😱,1
tolong WhatsApp saya jangan di spam terus menerus,5
bagus,5
ok,5
𝙖𝙥𝙡𝙞𝙠𝙖𝙨𝙞 𝙖𝙥𝙖𝙖𝙣 𝙣𝙞... 𝙜𝙖𝙠 𝙜𝙪𝙣𝙖 𝙜𝙖𝙠 𝙖𝙙𝙖 𝙘𝙚𝙬𝙚 𝙜𝙖𝙠 𝙖𝙙𝙖 𝙮𝙖𝙣𝙜 𝙘𝙝𝙖𝙩.. 𝙘𝙪𝙢𝙖𝙣 𝙜𝙪𝙖 𝙙𝙤𝙖𝙣𝙜.. 𝙠𝙪 𝙠𝙞𝙧𝙖 𝙒𝘼 𝙗𝙞𝙨𝙖 𝙗𝙞𝙠𝙞𝙣 𝙠𝙞𝙩𝙖 𝙗𝙖𝙝𝙖𝙜𝙞𝙖 𝙩𝙖𝙪 𝙣𝙮𝙖 𝙗𝙞𝙠𝙞𝙣 𝙠𝙞𝙩𝙖 𝙩𝙚𝙧𝙡𝙪𝙠𝙖,1
bagus,5
"kompress teros percuma ngedit video berjam jam buat nge hd, post sw langsung kompres 99%",3
Mantap,5
"tak support semua hp,ada aja gebrakan nyaa😴",4
bagus banget,5
ok,5
ini knpa WhatsApp ku kok GK bisa naro sw stiap naro vidio di setatus pasti format file tidak didukung. tpi klo naro photo doang bisa pdahal udah 3 kli uninstall ttap aja gk bisa kocak,1
bgus,5
"Belum Bisa Aktifkan Fitur musik, walau sudah update dan instal ulang😩",3
baik,5
"Tolong segera update yang terbaru lagi. Karena Versi ini ada banyak pangguna yang tidak bisa mengirim chat video & status video. Muncul tulisan ""file tidak didukung"". Sudah di restart,pembersihan cache,dll.Tetep tidak bisa.Tolong segera di update yang sempurna.Trims.. Hari ini tgl 05-04-2025 sdh muncul Versi update,Saya coba update hasilnya msh sama blm bs mengirim chat video & status video. Tolong segera di update yang sempurna.Trims..",1
sangat bagus dan mudah di guna kanan,5
sering bug,1
bng kapan bisa poto poropil bisa gerrak bng,5
"To the WhatsApp team, I would like to ask for help to bring up the music feature in my WhatsApp application, because I have updated to the latest version but the music feature has not appeared, please help me bring it up.",5
mantap,4
gak bisa masuk WhatsApp padahal sudah install aplikasi resmi tetap aja gak bisa kurang bagus,1
Krennn bangget,5
mantap,5
halo tim whatsapp baru baru ini kok whatsapp tidak bisa kirim video ke chat atau status whatsapp ya? tolong di perbaikan ya soal nya kaya nya udh banyak yang mengalami hal serupa baru baru ini 🙏,4
sangat bagus,5
Ini knp yah wa skrang bikin jengkel dlu bisa diapus data dan cache nya skrang bisa apus cmn cache ajah dan ketikah bkin stori poto nyah blur ga jls pdhal udh liat digaleri poto nyah ga nge blur aneh yah tlg perbaekin lgi,5
Baik sekali,5
bagus,5
Saya kecewa download WhatsApp ini percuma download tapi gak ada cewek yang ngechat,1
bagus,5
mantab,5
"halo, maaff menganggu waktu kerja. pengembang aplikasi WhatsApp saya dari penguna WhatsApp memiliki keluhan yaitu tidak bisaa membuat status dari WhatsApp (format file.ini tidak di dukung) tolongg segara di fix atau di perbaiki secepatnya karna itu sangat menganggu bagi saya dan ini tidak berlaku pada saya sendiri tetapi teman teman saya tolong untuk segera di atasi atau perbaiki terimakasih maaff menganggu🙏🏼",1
sangat mengesankan semoga dirilis lagi,5
mantap,5
"halo whatsapp, ini kenapa saya tidak dapat memutar status orang lain",2
ini kenapa kok send video di WhatsApp tidak bisa? hadeh. pindah ke sms aja gimana kalo gini situasinya wkwkwwk,1
sangat Bagus,5
sangat bagus aplikasinya 👍👍👍,5
Mantap,5
HALOOOO WHATSAPP!!!! KAPAN YAHHHH FITUR TEMA CHAT WARNA WARNI ITU BISA AKU PAKE? SAMPE SEKARANG BELUM MUNCUL JUGA LOH????????,2
ini kenapa setiap telponan ada suara yang masuk dari hp berbeda yaaaa tolongggggg di perbaiki,4
maaf kami gak mengert,5
Bagus sekali,5
Alhamdulillah ada cwe yg sering bales chatku,5
Siap,5
"di sini saya mengalami sedikit masalah, tidak munculnya status online dan trakhir di lihat bukan cuma satu nomor, tpi semua nomor, tolong di perbaiki lagi yahh🙏",3
wa saya sering keluar sendiri,2
gaje anj device vivo ga bisa kirim stts kocakk lu yapit,2
WhatsApp sekarang kok gak bisa kirim vidio,1
bagus bangetttt rorrrr,5
ok,5
kenapaa wa akuu ketinggalan trs sii uptade nyaa??sedii bngtt yaa jadi akuu,4
pindah ke hp baru instal wa pakai nomor wa hp lama malah suruh masukin sandi end to end padahal gak pernah aktifin gimana caranya pulihkan file2 saya mohon bantuannya padahal biasanya langsung cadangkan bisa tanpa end to end,1
"whatsap ini saya pakek tp gak bisa buat kirim vidio,, muncul tulisan file tidak mendukung",1
mantap,5
busuk gak bisa upload video di hp Vivo y50,1
bagus,5
"aku baru update ko malah jadi gabisa upload vid yaa, ini knpa dong tolong di benerin lagi mau bikin status di wa lewat video file ga support padahal sebelum update bisa bisa aja",1
"mantappp, 👍🏻👍🏻",5
sangat memuaskan kn,5
wa gue ko suka kenon si pdhl baru brp menit kebuka trus kenon lagi apala,5
wahhh baguuss 🥰🥰,5
"Halo admin whatsapp, saya mohon buka kembli akun whatsapp saya karena saya tidak melakukan spam, saat ini mungkin akun whatsapp saya sedang diretas oleh orang yang tidak bertanggung jawab dan melakukan pelanggaran. Saya mohon untuk membuka kembali akun whatsapp saya agar bisa digunakan kembali karena sangat penting. Terimakasih",1
ok,3
saya sangat suka namun kalo belum di perbarui tidak bisa buka wa,4
Whatsapp tolol tolong itu saluran saluran nya difilterlah,1
Padahal udh di update malah lama,1
Bagus,5
tolong diperbaiki agar tidak spam terus,5
baguss dan ada fitur tema chat nya jadi cantikk gituu 😊,5
selamat malam om jangan setiap hari UpDate terus cukup dwonlod buat seumur hidup terima kasih,5
Emang bagus loh,5
ko gabisa ganti warna chat siiiii,3
Gak bisa download,5
"semenjak update kalo aku ngirim chat di saluran selalu ga kekirim padahal jaringan lancar harus nunggu 3/2 haria baru ke kirim, knpa si?",3
emoji sering gak bisa di pencet banyak bug,1
"WOI, EROR TERUS NI APK LAMA KELAMAAN",1
😀,5
wa,4
gabisa di buka,1
malah di blokir nomer sya .. alasnya knpa ?,1
masalah terus,1
Hallo tim whatsapp aktifkan kembali akun whatsapp saya..tolong kebijaksanaan ya bantu saya,5
"Setiap ingin mengirim video selalu tidak bisa ""format file tidak didukung, mohon untuk segera diperbaiki karena hal tersebut sangat mengganggu pekerjaan saya",1
bravo,5
halo amim whatsapp tolong buka akun whatsapp saya Karena tidak menggunakam spam saya ini Terima kasih,5
makin error wae,3
bagus,5
Pelit added dn lagi jenuh tau😝,1
program beta sudah penuh,1
Exsis sangat baik dan memuaskan,5
saya suka whatssap ini,5
apa ini tolong di benerin jaringan lancar tapi hapus status lama banget loading trs pas mau update lagi lama mengirim terus,2
kerja,5
ok,1
lama kali meng istal,1
bagaiman cara mengatasi whatsap yg terkena spam,5
"untung udah balik whatsap gwe, klo ga bintang 2 selamanya luwh",5
bos tolong betulin perbaiki kameraya ko jadi ngebleng warnaya ngbleng ungu ada panta.tolong bos tar bintang 5,1
👍🏻,5
"chat ga kekirim, ada tanda seru merah",1
dengan senang hati,5
Memperbarui setatus,4
Cutup aman,5
"Bersama WhatsApp Messenger, urusan terkait bisnismu kian lancar. Terimakasih",5
"feature paling canggih dari whatsapp adalah sering kena spam, whatsapp not afficial padahal download dari playstore(tidak ada solusi dari whatsapp), orang kirim spam ke kita kita yang di blokir pengirim spam aman sentosa salut. bahkan mengakibatkan kita takut untuk memakainya kalau tidak penting, lalu fungsi whatsapp untuk apa??????",1
aman,5
"keluar dari tautan mana pun , atau aplikasi serupa mana pun yang mengunakan nomor whatsApp penguna.",5
wa saya eror,1
Wa,4
ngirim vidio aja lambat dah emang wasap jelek 👎👎👎,1
ngeleg,4
ayo spam bintang 1!!!! agar bisa screenshoot profil lagi!!... bug= format video tidak di dukung!!,1
masih tetap minusnya kalo bikin status suka burik blur jelek padahal digaleri bagus,1
"kenapa tidak bisa upload story' video, kenapa hanya foto saja",5
agus,4
lebih mengenal orang lain,5
sopi 😭😭😭,3
wa ku ya sekarang gabisa posting video apapun tulisannya 'file tidak di dukung' masa kaya gitu ke semua video,1
"tolong segera update yang terbaru lagi. Karena versi ini ada bnyak pengguna yang tidak bisa mengirim chat video & status video , muncul tulisan ""file tidak mendukung"". sudah di restart, pembersih cache,dll, tetap tidak bisa. tolong segera di update dengan sempurna.ini sdh terjadi 2minggu yangg lalu , aku mikir mungkin lagi update, singkat cerita ini sudah 2minggu yang lalu,aku pikir mungkin bsok sdh slesai, stelah bsokny aku mencoba untuk bikin status eh gk bisa,dn skrng wa ku gk bisa kebuka lgi",1
Baik,5
tolong di normal kan kembali apk wa saya yg sedang bermasalah ini,5
setelah update ndk bisa kirim video,1
"whatsapp gila gue gak spam malah kena spam jadi keluar masuk wa gue njir whatsapp apa ini gk jelas, tolong dong perbaiki whatsapp nya karena saya gk bisa login whatsapp karena spam chat",1
baik,5
b aja si,5
terlaliu lama 9,5
Earth-quake .. today... Omg,5
bagus si updatenya tapi aku kenapa ga ada yang ganti tema ya???,5
makin lama makin GK jelas,2
Berkli2 donlowd watsap ga bsa2,1
Ok,5
satia,5
Bagus,5
cpek kblokie mulu,1
boleh tambahin fitur channel untuk kontak saja dan jangan publik? atau kalo bisa juga pengen orang yang kita blok ga bisa masuk ke channel yang kita bikin.. Terimakasih.,4
mantap,5
tidak relavan,2
knp whatsapp sy selalu di anggap spam ya..mohon dibantu donk,5
nice Thanks,4
muad siti,5
Bagus,4
bagus banget,5
"y,ok,bgs👍",5
"hdeh bingung gua sama WhatsApp, kenapa ya padahal kita ga lakuin apa' tiba-tiba wak kena kenon permanen dan gbsa, makin bingung sama WhatsApp sekarang",2
Nicee,5
"setelah update jadi gak bisa muter video,kirim video juga gak bisa,,buat setatus aja jadi gak bisa,,,padahal sebelum di update masih bisa,,,heran di update bukan nya jadi bagus malah jadi gini hadeuuh",1
Sayangny sekrg mau kirim video format file tidak didukung knp ya,5
bagus,5
pls bikin kualitas video dan gambar lebih jernih jangan ngeblur soalnya saya ada kirim foto ketemen hasilnya jernih tapi pas saya kirim ketemen Saya jadi ngeblur yaampun pdhl saya udh pakai fitur HDnya tapi ga ngaruh,2
kitaa bisa berkomunikasi dengan teman dan orang lain dengan menggunakan whatsapp,5
kenapa GK bisa di pake?,1
ok,5
Mantap,5
baik,5
membuat mudah komunikasi,5
chat saya sudah di cadangkan tapi begitu dipindahkan tidak ada pencadangan di email tersebut jadi hilang semua chat nya satt kan aneh sialan,1
"lagu"" nya kurang lengkap, tolong diperbanyak lagi",4
Baik,3
knapa fiel saya tidak mendukung padahal kemaren nggak,1
Tidak bisa bikin story format file TDK d dukung,1
"""FORMAT FILE TIDAK DIDUKUNG"" ☕😂🚬 selow.. lo gue temenin..",1
mantap,5
sangat bagusss,5
"Selalu delay ada sistemnya, jaringan bagus kok post sesuatu lama?",1
Tolong hilangin bag dong masa setiap bikin status video jadi hijau terus gak ada gambarnya...tolong dong pliis,1
mantap,5
kenapa masih blm bisa update vidio dan status vidio ada masalah apa di WhatsApp,1
mohon di perbaikin lagi untuk tingkat keamanan WA nya,5
"tanpa alasan apapun nomer saya memerlukan WhatsApp resmi untuk bisa menggunakan akun WhatsApp meskipun saya telah menggunakan aplikasi resmi harap tinjau akun saya dan selesaikan dengan segera, terima kasih",5
"terimakasih Whatsapp.. kamu Sudah menjadi saksi jatuh bangun hidup aku,, km saksi tangisan sedihbdan bahagiaaku, aku gaktau gimana hiduo aku kalo gakda kamu 😭☺️,makasih whatsapp sudah selalu ada, hanya kamu yg mengerti aku,beribu juta trmksh ku ucapkan dr lubuk Hati yang paling dlam..",5
oke,5
